Unnamed: 0,주차,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),일교차(°C),거래량,가격/단량
0,2018-00,-0.8731914893617022,1.7191666666666667,4.718947368421053,53.422413213885775,6.707894736842105,8.647281634938409,134.7770863033197,971.3065346654904
1,2018-01,-4.207576707726764,1.9944285624485327,5.664421052631579,65.76157446808512,5.12778947368421,8.104631578947368,128.6906286047559,935.1904794499676
2,2018-02,3.214572601717059,3.2128225291409542,4.267368421052631,72.46662374020157,4.618330503678551,9.272982456140353,129.14421907563906,864.7528966602362
3,2018-03,-6.517894736842106,0.703978878077045,6.095438596491228,48.89087719298246,7.092392683837253,9.55982456140351,135.74329284732622,967.9979067127504
4,2018-04,-3.331754385964912,0.3171393442622951,5.299473684210526,52.04701754385965,7.111909294512878,10.23157894736842,132.9410399096634,923.632453673711
5,2018-05,-3.6690556177678233,1.8946728679524376,5.415263157894738,50.65910974244122,7.173684210526315,11.908771929824562,133.16302212139786,917.4554911390966
6,2018-06,0.1551586412840612,0.2805656565656566,6.768421052631578,57.71014930944383,7.1831578947368415,11.631929824561404,135.2668322502864,919.8064211520302
7,2018-07,2.954736842105263,2.125,3.9557894736842103,47.88105263157895,4.801052631578948,11.397894736842105,139.56940509915017,743.0670878217046
8,2018-08,3.9028070175438594,0.7262626262626263,6.16280701754386,55.65719298245614,8.818947368421052,13.08561403508772,134.13072041776027,678.1273592328824
9,2018-09,4.440041060097052,7.0259133430958745,5.185263157894737,75.50543673012318,4.407894736842105,8.911228070175438,136.47335400175425,585.0941139958646
10,2018-10,9.704736842105264,6.555614035087719,5.324736842105263,70.68543859649122,6.803626353116834,12.967368421052631,139.78157991962317,552.6223853991761
11,2018-11,5.901754385964913,6.286512759170654,5.571052631578947,69.44701754385964,5.295964912280701,9.251754385964912,137.77217608362454,468.5761024279131
12,2018-12,13.389122807017545,0.0,4.992982456140351,62.01491228070176,9.053047779022023,14.32438596491228,137.9327665963729,401.7660225264694
13,2018-13,11.327331093691676,7.437048630552444,6.12719298245614,72.84067935796939,5.096666666666667,8.686315789473683,140.27733529618172,571.6139893751747
14,2018-14,12.68284807764091,6.006651856297556,6.266140350877193,57.4318122433744,6.824385964912281,12.297017543859653,129.64444487509783,676.2363576106605
15,2018-15,14.410175438596491,0.0388888888888888,4.642456140350877,55.89134565136245,10.98298245614035,16.14842105263158,135.0651707441773,817.4750676415647
16,2018-16,13.430539380365808,15.345157762993216,4.84859649122807,69.40614594998134,7.098070175438597,11.50280701754386,130.91745565109156,799.356307923536
17,2018-17,15.86877192982456,4.184719028340081,6.171578947368421,66.16306270996641,7.006666666666667,11.492982456140352,135.22382180444495,642.6397854292917
18,2018-18,15.320977976857035,6.0080533525594815,4.627894736842106,74.43750653228817,5.713508771929824,9.32859649122807,143.79159107976434,528.4984140092398
19,2018-19,19.754210526315788,6.680589209057789,4.940951847704367,79.61389842141386,4.74280701754386,9.643684210526317,134.6296416392726,522.7902741512727
20,2018-20,18.181052631578947,5.333987681970885,4.711440836132886,65.48526315789474,9.508771929824562,13.56122807017544,132.17805354391257,488.8525492142206
21,2018-21,20.91298245614035,2.237799756052656,4.29,70.3601754385965,9.109298245614037,11.942807017543862,134.17100351485905,545.4842208532366
22,2018-22,21.81824561403509,1.111898483628556,4.26140350877193,71.81105263157895,8.09842105263158,10.732280701754386,123.42281747917671,582.6634663080663
23,2018-23,19.509871220604705,3.340692905288388,4.534561403508772,73.75569428891377,6.278620754012692,8.285263157894738,112.51255817324602,529.2976227031728
24,2018-24,22.688771929824565,1.5879761904761902,4.248245614035088,68.03729936543486,8.051265919316707,11.017719298245614,104.43189164350368,516.8175453643381
25,2018-25,23.638637230229545,22.158354501408564,4.946491228070175,83.54138014906863,3.308073908174692,7.609122807017544,113.02505838132012,520.3579949850065
26,2018-26,23.251483782666455,15.587403948661096,4.800750279955207,84.02460154045603,3.702591482137052,6.208945502053005,118.98679753834926,551.1068835424752
27,2018-27,25.579473684210527,3.3251785714285718,3.882368421052632,82.22289473684211,7.2771640537514,7.401052631578948,116.15351404965202,526.3460907650356
28,2018-28,27.839879059350505,,3.654526315789474,74.13927659574469,11.51405823068309,10.860631578947368,116.38848598184856,563.121740361808
29,2018-29,29.269738708473312,1.8332287581699347,3.934385964912281,75.16211646136618,9.804736842105262,9.607543859649123,126.36445758083704,619.4466073972974
30,2018-30,29.35831578947368,0.8274358974358975,4.271294512877939,69.31726315789474,10.844421052631578,10.890105263157896,131.9805554124268,683.1167780581796
31,2018-31,28.104035087719296,7.719282062092709,4.216140350877193,78.82771929824561,6.633684210526316,8.442982456140351,132.31590868105414,640.7373293135697
32,2018-32,27.202280701754383,6.187056081173728,4.872280701754386,70.1980701754386,9.053157894736842,10.119298245614036,132.41695414827856,647.0616311265461
33,2018-33,26.284189996267266,12.435693521173148,5.647625979843226,76.78671705860395,4.956521089958939,8.379122807017543,133.13466650695312,618.240772897653
34,2018-34,24.594912461318017,30.546822255305354,4.523333333333333,86.93919153804956,4.126951257691243,6.529298245614036,136.0996178338552,652.6869307397005
35,2018-35,22.221427771556552,11.700205956450455,4.769148936170213,77.3229116344969,5.174157224449822,8.570877192982456,137.15735109043536,596.1019502926903
36,2018-36,20.83628966032101,7.683782512032504,3.970444195595372,79.63225270623367,4.3007017543859645,7.88280701754386,134.31815909159567,561.5810881993556
37,2018-37,20.474736842105266,7.179651116427433,3.742631578947369,81.9921052631579,4.52140350877193,7.849473684210527,139.7001659778816,573.1166848932556
